Customer_ID,Signup_Date,Age,Gender,Location,Income_Level,Customer_Segment,Acquisition_Channel,First_Purchase_Date,Total_Purchases,Total_Spend,Average_Order_Value,Churn_Status,Cohort_Month,Customer_Lifetime_Value,Tenure_Days,Last_Login_Date,Engagement_Score,Preferred_Category,Discount_Usage_Rate,Referral_Count,Payment_Method,Return_Rate,Satisfaction_Score,Email_Open_Rate,Mobile_App_User,Subscription_Type,Average_Session_Duration,Customer_Tier
246,13-07-2024,28,Other,Michaelbury,High,Occasional,Ads,9/3/2024,29,2200.65,75.88,Active,24-Jul,4544.2,420,18-01-2025,12,Books,0.65,5,Wallet,0.29,5,0.41,No,Gold,16.3,Gold
247,7/3/2025,58,Other,New Deanna,Low,One-time,Email,8/10/2025,31,4655.29,150.17,Active,25-Jul,9157.81,65,7/7/2025,13,Healthcare,0.39,3,Wallet,0.07,5,0.9,No,Free,37.23,Silver
248,2/9/2024,28,Other,Estesview,Low,High Spender,Referral,3/9/2024,44,2167.04,49.25,Inactive,24-Feb,3917.74,575,29-06-2024,48,Grocery,0.81,7,Credit Card,0.01,3,0.17,Yes,Free,47.63,Silver
249,6/11/2025,45,Female,Rayfurt,Medium,Occasional,Email,30-06-2025,44,1230.17,27.96,Active,25-Jun,1609.18,87,23-07-2025,2,Books,0.21,7,UPI,0.15,1,0.89,No,Free,46.62,Silver
250,27-08-2025,38,Other,North Raymondland,Medium,High Spender,Direct,26-09-2025,31,555.28,17.91,Inactive,25-Aug,778.56,10,27-08-2025,14,Electronics,0.5,0,UPI,0.21,1,0.5,Yes,Premium,13.18,Platinum
251,18-11-2024,56,Other,Port Tiffanybury,Medium,One-time,Ads,18-12-2024,23,1719.59,74.76,Inactive,24-Nov,3282.14,292,20-07-2025,47,Fashion,0.05,2,UPI,0.02,5,0.12,No,Free,41.62,Silver
252,12/1/2024,54,Female,North Wendyfort,Medium,Loyal,Email,18-12-2024,3,588.3,196.1,Inactive,24-Dec,942.54,279,14-05-2025,84,Healthcare,0.07,4,Net Banking,0.19,1,0.67,No,Premium,51.47,Silver
253,10/4/2024,27,Other,Donaldfort,High,Bargain Hunter,Ads,24-10-2024,18,4826.69,268.15,Inactive,24-Oct,11144.52,337,4/4/2025,34,Books,0.34,7,Debit Card,0.14,1,0.74,No,Gold,34.86,Bronze
254,13-09-2024,51,Other,North Ian,High,Loyal,Email,27-10-2024,2,4869.83,2434.91,Active,24-Sep,8329.3,358,14-03-2025,67,Electronics,0.43,3,Debit Card,0.08,3,0.43,Yes,Gold,28.35,Silver
255,7/1/2025,38,Male,East Benjaminton,Low,Occasional,Social Media,30-07-2025,19,2518.99,132.58,Active,25-Jul,3194.07,67,8/6/2025,60,Books,0.93,3,Net Banking,0.13,5,0.28,No,Gold,24.96,Platinum
256,11/1/2024,64,Female,New Amber,Medium,Bargain Hunter,Referral,22-11-2024,30,3158.44,105.28,Inactive,24-Nov,4990.13,309,16-01-2025,79,Books,0.75,1,Wallet,0.14,2,0.78,Yes,Gold,20.5,Gold
257,13-09-2023,41,Female,Lake Joshuaview,Medium,One-time,Ads,18-09-2023,38,1321.47,34.78,Inactive,23-Sep,3186.98,724,26-04-2024,85,Books,0.32,4,UPI,0.28,3,0.38,No,Premium,24.64,Gold
258,23-09-2024,39,Male,Jordanhaven,Low,Loyal,Email,26-09-2024,19,3257.89,171.47,Active,24-Sep,7382.94,348,24-06-2025,7,Healthcare,0.49,8,Wallet,0.07,4,0.39,Yes,Gold,50.99,Bronze
259,6/3/2024,39,Male,South Tylermouth,Medium,One-time,Social Media,6/12/2024,8,3341.02,417.63,Inactive,24-Jun,7099.76,460,14-04-2025,92,Healthcare,0.85,1,Debit Card,0.05,1,0.84,No,Free,55.09,Silver
260,13-12-2024,23,Female,South Brian,High,Bargain Hunter,Direct,21-01-2025,30,871.34,29.04,Active,24-Dec,1254.07,267,29-06-2025,91,Healthcare,0.09,3,Credit Card,0.03,5,0.27,Yes,Premium,47.13,Silver
261,11/11/2023,22,Male,Arnoldchester,High,High Spender,Email,1/8/2024,1,1630.28,1630.28,Active,23-Nov,3125.61,665,13-11-2023,94,Electronics,0.81,4,Net Banking,0.05,5,0.88,No,Premium,10.89,Platinum
262,25-03-2024,58,Male,New Charles,Low,High Spender,Ads,30-04-2024,39,3104.51,79.6,Inactive,24-Mar,6898.08,530,19-08-2025,26,Books,0.74,2,Credit Card,0.11,4,0.24,No,Gold,57.51,Gold
263,21-12-2023,34,Male,Port Evelyn,Medium,High Spender,Referral,1/1/2024,40,1525.06,38.13,Inactive,23-Dec,1845.8,625,23-03-2024,67,Travel,0.69,5,Net Banking,0.3,5,0.58,No,Premium,57.65,Bronze
264,20-05-2024,60,Female,New Calvin,High,Occasional,Direct,6/8/2024,40,3997.58,99.94,Inactive,24-May,9077.14,474,23-11-2024,96,Healthcare,0.31,2,UPI,0.08,4,0.52,Yes,Free,26.94,Silver
265,4/11/2024,51,Male,Acostamouth,High,Loyal,Direct,4/12/2024,5,4320.09,864.02,Inactive,24-Apr,10354.13,513,28-04-2024,11,Books,0.79,10,Credit Card,0.15,2,0.64,No,Free,43.13,Gold
266,4/5/2025,61,Other,West Kathryn,Low,Bargain Hunter,Email,27-05-2025,26,3554.23,136.7,Active,25-Apr,6183.27,154,26-08-2025,36,Electronics,0.23,6,UPI,0.26,3,0.33,No,Gold,11.46,Gold
267,7/11/2024,51,Female,Shirleyburgh,Low,One-time,Referral,8/12/2024,19,825.36,43.44,Active,24-Jul,1155.08,422,19-10-2024,21,Grocery,0.1,7,UPI,0.11,5,0.33,Yes,Premium,5.27,Bronze
268,17-08-2024,36,Female,Joanntown,Low,High Spender,Social Media,9/5/2024,1,301.38,301.38,Inactive,24-Aug,689.73,385,27-12-2024,11,Fashion,0.3,5,Net Banking,0.29,2,0.38,No,Gold,32.38,Silver
269,17-08-2024,39,Other,Lake Nicoleport,High,High Spender,Social Media,23-08-2024,6,1913.52,318.92,Inactive,24-Aug,3398.63,385,31-07-2025,24,Fashion,0.37,1,Net Banking,0.18,3,0.43,No,Gold,27.04,Platinum
270,23-09-2023,63,Male,South Whitneymouth,Medium,Occasional,Direct,11/6/2023,29,1718.64,59.26,Active,23-Sep,3635.01,714,12/12/2024,61,Electronics,0.06,5,UPI,0.28,5,0.55,No,Premium,58.56,Platinum
271,6/2/2025,54,Male,Bradleyport,Low,Loyal,Social Media,7/6/2025,9,3374.98,375,Inactive,25-Jun,4339.68,96,7/7/2025,91,Travel,0.37,0,Debit Card,0.17,5,0.72,No,Free,8.4,Silver
272,10/10/2023,40,Other,Martinfurt,Low,High Spender,Direct,11/2/2023,21,1982.91,94.42,Active,23-Oct,3112.32,697,17-04-2024,24,Books,0.51,4,Wallet,0.28,2,0.77,Yes,Gold,51.94,Bronze
273,21-06-2024,29,Male,Danielfurt,High,Bargain Hunter,Direct,7/8/2024,14,1790.8,127.91,Inactive,24-Jun,3318.49,442,1/11/2025,20,Healthcare,0.54,9,Debit Card,0.17,2,0.48,No,Free,58.21,Silver
274,11/5/2024,24,Male,Lisafort,High,Loyal,Email,29-11-2024,8,2686.89,335.86,Active,24-Nov,4007.89,305,3/9/2025,18,Healthcare,0.26,2,Debit Card,0.23,5,0.66,Yes,Gold,9.76,Gold
275,22-02-2025,23,Other,Erinstad,High,Loyal,Social Media,17-04-2025,22,4694.65,213.39,Inactive,25-Feb,8699.93,196,18-03-2025,28,Books,0.56,3,UPI,0.12,3,0.5,Yes,Premium,49.63,Silver
276,7/3/2025,25,Male,Lake Angelahaven,High,High Spender,Social Media,28-07-2025,38,1765.89,46.47,Active,25-Jul,3657.75,65,13-08-2025,61,Books,0.07,2,Net Banking,0.17,2,0.64,No,Gold,44.77,Platinum
277,18-04-2024,52,Male,Elizabethchester,High,One-time,Email,14-06-2024,17,2071.53,121.85,Active,24-Apr,2610.05,506,25-06-2024,25,Healthcare,0.72,0,Net Banking,0.03,3,0.35,No,Premium,26.46,Silver
278,20-03-2024,65,Female,East Ianfort,High,Occasional,Email,4/5/2024,27,1584,58.67,Inactive,24-Mar,2255.62,535,6/8/2025,49,Fashion,0.43,2,Credit Card,0.28,3,0.69,No,Gold,38.64,Platinum
279,11/10/2024,48,Female,Katherinebury,Medium,High Spender,Referral,13-11-2024,38,904.87,23.81,Active,24-Nov,1768.82,300,12/1/2024,2,Books,0.79,10,Credit Card,0.01,4,0.37,Yes,Premium,14.71,Platinum
280,5/2/2024,23,Male,East David,Medium,Bargain Hunter,Social Media,19-05-2024,44,3405.43,77.4,Active,24-May,8365.11,492,12/7/2024,14,Electronics,0.49,1,UPI,0.29,4,0.31,Yes,Gold,28.25,Platinum
281,26-01-2024,39,Female,Port Ashleyside,Medium,Bargain Hunter,Referral,22-02-2024,28,414.94,14.82,Inactive,24-Jan,729.63,589,9/10/2024,48,Healthcare,0.11,2,Wallet,0.29,4,0.41,Yes,Gold,49.3,Platinum
282,29-08-2024,51,Other,Floresland,Low,Occasional,Direct,10/9/2024,21,3734.79,177.85,Active,24-Aug,6066.9,373,17-10-2024,27,Travel,0.38,7,Credit Card,0.14,3,0.16,No,Gold,49.16,Gold
283,7/5/2025,58,Other,Jeannechester,Low,Occasional,Referral,23-07-2025,35,3186.06,91.03,Inactive,25-Jul,7770.64,63,7/11/2025,39,Grocery,0.14,8,Debit Card,0.09,2,0.44,No,Premium,17.58,Platinum
284,18-01-2025,20,Female,South Kaitlin,High,Loyal,Email,29-01-2025,15,3940.99,262.73,Active,25-Jan,9137.66,231,20-08-2025,68,Books,0.85,8,UPI,0.25,2,0.46,No,Premium,10.93,Platinum
285,15-12-2024,40,Other,Jessicaburgh,Low,High Spender,Ads,1/4/2025,17,4553.82,267.87,Inactive,24-Dec,10882.25,265,3/12/2025,88,Travel,0.82,0,Debit Card,0.22,1,0.87,No,Free,18.06,Bronze
286,22-01-2024,59,Female,Espinozafurt,Medium,Bargain Hunter,Direct,13-03-2024,45,1805.55,40.12,Active,24-Jan,2293.94,593,31-08-2025,26,Travel,0.76,10,Debit Card,0,1,0.62,No,Premium,20.47,Bronze
287,23-05-2025,49,Male,Jillland,High,High Spender,Ads,25-06-2025,8,1692.56,211.57,Active,25-May,2658.19,106,30-06-2025,6,Books,0.48,8,Wallet,0.09,2,0.79,No,Premium,51.38,Gold
288,17-09-2024,62,Male,Johnsonbury,Low,Loyal,Ads,27-09-2024,10,516.75,51.67,Inactive,24-Sep,1166.72,354,27-06-2025,9,Grocery,0.92,4,Net Banking,0.14,4,0.59,Yes,Free,19.37,Platinum
289,20-05-2024,41,Female,South Michael,Medium,Bargain Hunter,Ads,7/6/2024,29,1798.78,62.03,Inactive,24-May,3790.87,474,3/2/2025,17,Electronics,0.2,3,Credit Card,0.03,2,0.57,No,Free,49.84,Bronze
290,4/4/2025,18,Male,West Claire,Low,Loyal,Referral,5/12/2025,12,232.86,19.41,Inactive,25-Apr,480.72,155,8/9/2025,60,Fashion,0.55,7,Debit Card,0.21,5,0.62,No,Gold,17.54,Silver
291,13-09-2024,27,Male,Lisatown,Low,Loyal,Referral,10/8/2024,6,2692.35,448.72,Inactive,24-Sep,4655.12,358,8/11/2025,21,Grocery,0.14,2,Credit Card,0.09,3,0.45,No,Gold,10.27,Silver
292,14-11-2024,41,Female,Port Gregoryport,High,Occasional,Referral,16-12-2024,8,2175.97,272,Active,24-Nov,3935.15,296,23-04-2025,4,Healthcare,0.29,5,Wallet,0.13,3,0.26,No,Gold,31.6,Bronze
293,25-12-2023,21,Female,Lindseymouth,Medium,Loyal,Email,2/9/2024,25,526.49,21.06,Inactive,23-Dec,1128.48,621,21-02-2024,30,Travel,0.65,1,Net Banking,0.18,3,0.2,Yes,Gold,42.64,Gold
294,18-10-2023,43,Male,Owensmouth,Medium,Loyal,Direct,12/11/2023,22,1358.85,61.77,Inactive,23-Oct,2572.25,689,1/5/2024,61,Grocery,0.51,1,Credit Card,0.14,4,0.77,Yes,Gold,45.22,Platinum
295,8/6/2025,38,Male,Port Christopher,Medium,Occasional,Referral,19-09-2025,14,3032.31,216.59,Active,25-Aug,5512.63,31,25-08-2025,86,Grocery,0.69,10,Net Banking,0.28,4,0.42,Yes,Free,55.82,Gold
296,11/2/2024,52,Male,New Cameron,Low,High Spender,Ads,11/5/2024,18,1525.03,84.72,Active,24-Nov,3434.98,308,26-08-2025,94,Books,0.86,1,Credit Card,0.09,1,0.77,No,Free,29.13,Platinum
297,6/10/2024,59,Female,South Douglasview,Low,Loyal,Direct,27-06-2024,31,437.14,14.1,Active,24-Jun,852.41,453,5/12/2025,96,Grocery,0.69,3,Wallet,0.03,3,0.86,Yes,Gold,58.06,Silver
298,8/8/2024,27,Female,South Jeremy,Low,Occasional,Ads,9/12/2024,29,2150.5,74.16,Active,24-Aug,3215.83,394,18-11-2024,5,Travel,0.01,1,Wallet,0.19,3,0.24,No,Premium,54.9,Platinum
299,26-09-2024,29,Male,Johnsonport,High,Occasional,Social Media,29-09-2024,41,3680.62,89.77,Inactive,24-Sep,7522.75,345,16-11-2024,85,Healthcare,0.37,8,Credit Card,0.2,2,0.79,Yes,Premium,39.08,Gold
300,26-01-2025,46,Female,Savagefurt,High,Bargain Hunter,Direct,16-03-2025,21,4725.67,225.03,Active,25-Jan,7351.86,223,17-07-2025,36,Healthcare,0.19,8,Credit Card,0.23,4,0.65,Yes,Free,20.51,Platinum
301,23-10-2023,63,Female,Jessicaburgh,Medium,One-time,Referral,14-11-2023,28,212.52,7.59,Inactive,23-Oct,445.79,684,20-01-2024,57,Electronics,0.33,10,Wallet,0.06,2,0.67,Yes,Gold,58.33,Platinum
302,9/9/2024,33,Other,South Michael,High,One-time,Social Media,29-10-2024,29,3125.48,107.78,Inactive,24-Sep,4337.72,362,7/11/2025,99,Grocery,0.79,10,Credit Card,0.17,3,0.86,Yes,Premium,26.83,Bronze
303,16-12-2024,23,Other,Herringbury,Medium,One-time,Email,23-12-2024,8,2107.54,263.44,Inactive,24-Dec,3550.21,264,2/4/2025,1,Grocery,0.26,1,Wallet,0.26,4,0.23,Yes,Premium,50.69,Platinum
304,22-09-2023,47,Female,Port Marcusbury,Medium,Occasional,Direct,10/8/2023,35,4727.76,135.08,Inactive,23-Sep,11452.21,715,23-02-2025,62,Books,0.72,3,Credit Card,0.05,5,0.7,No,Gold,38.45,Platinum
305,5/6/2024,39,Male,West Kathryn,Low,Occasional,Social Media,20-05-2024,48,3931.31,81.9,Inactive,24-May,7079.26,488,18-06-2024,23,Electronics,0.41,1,Net Banking,0.05,5,0.36,Yes,Premium,11.94,Silver
306,19-01-2024,65,Other,Jillstad,Low,Bargain Hunter,Referral,19-02-2024,50,4684.49,93.69,Inactive,24-Jan,5632.76,596,14-08-2024,9,Travel,0.62,8,UPI,0.01,5,0.8,Yes,Premium,30.59,Bronze
307,17-11-2023,19,Female,East Gloriastad,Low,One-time,Email,,0,0,0,Inactive,23-Nov,0,659,19-08-2025,65,Grocery,0.7,0,Net Banking,0.25,3,0.49,No,Premium,14.67,Bronze
308,25-07-2024,41,Other,New Kevinhaven,Medium,One-time,Social Media,26-07-2024,48,231.41,4.82,Active,24-Jul,473.14,408,7/3/2025,96,Books,0.71,0,Debit Card,0.21,5,0.7,No,Free,43.43,Silver
309,21-03-2025,23,Male,Moraleschester,Low,Bargain Hunter,Ads,5/10/2025,13,4725.57,363.51,Inactive,25-Mar,7962.28,169,29-03-2025,5,Healthcare,0.52,6,UPI,0.09,4,0.38,No,Premium,29.02,Silver
310,27-12-2023,33,Male,Rebeccashire,Medium,Loyal,Social Media,29-12-2023,21,2608.94,124.24,Inactive,23-Dec,6183.14,619,4/8/2024,49,Grocery,0.9,8,Debit Card,0.18,5,0.55,Yes,Free,48.93,Gold
311,25-10-2023,22,Other,Michellechester,High,Loyal,Ads,28-11-2023,49,3900.34,79.6,Inactive,23-Oct,9255.96,682,11/6/2024,12,Books,0.15,5,Credit Card,0.16,2,0.56,Yes,Premium,49.55,Bronze
312,21-07-2025,54,Female,West Alexander,Low,High Spender,Direct,22-08-2025,12,4976.17,414.68,Inactive,25-Jul,6021.09,47,31-07-2025,81,Travel,0.39,7,Debit Card,0.23,3,0.35,Yes,Premium,30.74,Gold
313,1/3/2024,18,Female,Lake Michelle,High,Bargain Hunter,Direct,23-01-2024,22,3216.55,146.21,Inactive,24-Jan,4975.52,612,14-08-2025,29,Grocery,0.79,2,UPI,0.01,3,0.21,No,Free,51.01,Gold
314,16-12-2023,64,Male,East Christinechester,Low,Loyal,Social Media,28-01-2024,14,513.09,36.65,Active,23-Dec,1167.66,630,19-02-2025,8,Travel,0.12,1,Net Banking,0.01,2,0.14,Yes,Gold,1.94,Silver
315,12/6/2024,51,Female,North James,Low,High Spender,Social Media,24-01-2025,16,4797.15,299.82,Active,24-Dec,6880.47,274,31-12-2024,63,Healthcare,0.99,2,Wallet,0.03,5,0.56,Yes,Gold,34.9,Silver
316,6/8/2024,55,Male,Rachelmouth,Medium,One-time,Direct,25-07-2024,40,1889.71,47.24,Active,24-Jun,4685.32,455,28-07-2024,22,Fashion,0.25,9,Debit Card,0.18,2,0.36,No,Gold,7.97,Gold
317,10/9/2023,57,Male,North Jeffreyberg,Low,High Spender,Ads,16-10-2023,22,1862.5,84.66,Inactive,23-Oct,2377.34,698,7/4/2025,46,Books,0.46,4,UPI,0.23,4,0.22,No,Premium,48.21,Platinum
318,7/4/2024,36,Other,Harringtonborough,Medium,One-time,Direct,18-08-2024,47,4165.97,88.64,Inactive,24-Jul,8383.47,429,2/5/2025,88,Travel,0.19,4,Net Banking,0.22,1,0.33,No,Gold,23.41,Gold
319,21-11-2024,24,Male,Higginsberg,High,One-time,Ads,12/8/2024,37,3775.75,102.05,Active,24-Nov,8006.83,289,28-01-2025,8,Electronics,0.75,1,Debit Card,0.19,4,0.11,No,Free,23.72,Bronze
320,30-04-2024,55,Male,South Derrick,Medium,Loyal,Referral,5/11/2024,16,2152.13,134.51,Active,24-Apr,4127.09,494,7/7/2025,13,Healthcare,0.45,10,Credit Card,0.21,2,0.34,No,Free,12.97,Silver
321,25-05-2025,57,Male,Derekshire,Medium,Bargain Hunter,Referral,6/3/2025,38,4118.5,108.38,Active,25-May,5970.46,104,30-07-2025,10,Books,0.3,7,UPI,0.22,5,0.55,Yes,Premium,26.94,Silver
322,3/6/2025,62,Other,Jessicachester,Medium,Occasional,Ads,20-03-2025,8,3668.79,458.6,Inactive,25-Mar,7972.23,184,23-07-2025,45,Healthcare,0.77,7,Debit Card,0.09,1,0.18,No,Gold,7.09,Bronze
323,22-10-2023,25,Male,Lake Ericahaven,Low,High Spender,Social Media,27-10-2023,49,3010.26,61.43,Inactive,23-Oct,7360.94,685,14-08-2024,90,Grocery,0.79,5,Debit Card,0.1,3,0.63,No,Premium,21.02,Platinum
324,4/12/2024,63,Male,South Daniel,High,High Spender,Ads,26-04-2024,19,480.33,25.28,Active,24-Apr,1043.49,512,21-04-2024,95,Books,0.45,1,Debit Card,0.17,1,0.12,No,Premium,35.44,Silver
325,28-05-2024,26,Male,Russellport,High,Loyal,Ads,6/11/2024,36,4031.54,111.99,Inactive,24-May,7457.8,466,23-02-2025,14,Healthcare,0.36,9,UPI,0.29,1,0.7,Yes,Gold,55.26,Silver
326,9/9/2023,61,Female,West Diane,High,High Spender,Referral,27-10-2023,17,4826.26,283.9,Active,23-Sep,11181.46,728,3/9/2024,94,Books,0.49,0,Wallet,0.01,1,0.13,Yes,Free,9.72,Silver
327,27-08-2025,28,Other,Grayside,Medium,One-time,Ads,9/10/2025,3,4050.4,1350.13,Inactive,25-Aug,9858.96,10,9/2/2025,33,Electronics,0.29,0,Debit Card,0.05,1,0.38,No,Gold,50.29,Silver
328,23-01-2024,53,Male,Laurashire,Medium,Loyal,Social Media,2/12/2024,38,3051.53,80.3,Active,24-Jan,4661.89,592,30-01-2024,49,Books,0.86,2,Net Banking,0.05,4,0.67,No,Gold,47.14,Bronze
329,20-12-2023,27,Female,Smithview,Low,Occasional,Email,2/7/2024,17,4102.09,241.3,Inactive,23-Dec,6029.27,626,20-12-2024,47,Fashion,0.39,5,UPI,0.25,4,0.27,No,Premium,53.34,Bronze
330,28-06-2025,30,Female,Tannertown,High,High Spender,Direct,8/8/2025,28,1843.74,65.85,Active,25-Jun,2897.13,70,22-07-2025,62,Books,0.37,5,Credit Card,0.14,4,0.18,No,Gold,17.49,Silver
331,1/6/2024,51,Female,Ebonytown,Low,Loyal,Ads,1/9/2024,36,2277.37,63.26,Active,24-Jan,5230.42,609,4/11/2025,69,Healthcare,0.26,9,Credit Card,0.25,5,0.87,Yes,Gold,12.34,Platinum
332,21-09-2024,28,Female,Victorborough,Medium,One-time,Social Media,11/3/2024,35,3217.73,91.94,Active,24-Sep,5714.95,350,25-03-2025,6,Healthcare,0.68,0,Credit Card,0.23,1,0.76,No,Premium,36.19,Platinum
333,24-01-2025,37,Male,North Tracyfort,Low,Bargain Hunter,Social Media,3/2/2025,3,2115.37,705.12,Active,25-Jan,2954.09,225,7/1/2025,71,Books,0.28,6,Net Banking,0.12,4,0.58,Yes,Premium,56.32,Gold
334,17-03-2024,22,Male,Taylorview,High,High Spender,Social Media,5/7/2024,25,1913.67,76.55,Active,24-Mar,4597.39,538,25-07-2024,6,Healthcare,0.92,8,Credit Card,0.15,4,0.69,Yes,Premium,22.46,Platinum
335,1/4/2024,33,Other,West Gabriel,Medium,Loyal,Email,23-02-2024,16,3739.65,233.73,Inactive,24-Jan,5109.91,611,2/7/2025,48,Fashion,0.75,10,Net Banking,0.09,4,0.29,Yes,Gold,43.96,Bronze
336,25-06-2025,36,Female,Henryview,Low,Bargain Hunter,Direct,22-08-2025,19,1671.76,87.99,Inactive,25-Jun,3738.38,73,7/1/2025,66,Healthcare,0.2,1,Credit Card,0.17,2,0.47,No,Gold,29.04,Bronze
337,6/1/2025,28,Male,Christopherburgh,High,Loyal,Email,6/6/2025,26,783.14,30.12,Inactive,25-Jun,998.64,97,7/5/2025,36,Travel,0.43,10,Wallet,0.2,4,0.28,No,Premium,41.53,Silver
338,26-05-2024,25,Female,New Michelle,High,Loyal,Referral,28-06-2024,5,2399.24,479.85,Active,24-May,5393.08,468,23-08-2025,74,Electronics,0.79,4,Wallet,0.19,2,0.61,Yes,Premium,6.55,Silver
339,16-07-2025,56,Other,East Monica,Low,Loyal,Direct,24-08-2025,47,3107.11,66.11,Inactive,25-Jul,6724.26,52,31-07-2025,26,Books,0.76,5,Debit Card,0.08,5,0.14,Yes,Premium,1.72,Platinum
340,29-06-2024,24,Male,Porterville,High,One-time,Ads,16-08-2024,10,3404.79,340.48,Active,24-Jun,8350.93,434,3/9/2025,6,Books,0.83,2,Credit Card,0.23,3,0.31,No,Gold,42.29,Platinum
341,24-06-2025,41,Male,New Matthewville,High,High Spender,Ads,22-07-2025,17,4948.9,291.11,Inactive,25-Jun,9989.61,74,14-08-2025,96,Books,0.46,3,Net Banking,0.03,1,0.71,Yes,Premium,20.82,Gold
342,28-11-2024,60,Male,North Bailey,Low,Occasional,Direct,12/1/2024,25,1726.44,69.06,Active,24-Nov,4124.44,282,7/3/2025,18,Healthcare,0.22,0,Wallet,0.02,2,0.22,Yes,Gold,54.96,Silver
343,16-05-2024,18,Female,Johnathanview,Low,Bargain Hunter,Direct,14-07-2024,39,1559.12,39.98,Inactive,24-May,3751.93,478,9/3/2024,46,Fashion,0.51,3,Debit Card,0.09,1,0.67,Yes,Gold,48.84,Silver
344,24-02-2024,43,Male,Jeffton,Medium,Bargain Hunter,Referral,19-03-2024,49,3641.26,74.31,Inactive,24-Feb,8137.14,560,13-04-2024,78,Travel,0.71,10,Wallet,0.27,3,0.73,No,Gold,19.32,Gold
345,6/1/2025,22,Female,Wattsville,Medium,Loyal,Direct,26-07-2025,37,3411.64,92.21,Active,25-Jun,8143.03,97,14-06-2025,23,Healthcare,0.76,6,Credit Card,0.22,2,0.24,Yes,Free,35.36,Silver
346,13-11-2023,65,Male,Robertstad,High,High Spender,Direct,25-12-2023,29,832.87,28.72,Active,23-Nov,1824.76,663,3/12/2025,98,Healthcare,0.51,5,UPI,0.22,1,0.5,No,Free,7.01,Platinum
347,27-10-2024,23,Male,South Luismouth,Medium,Bargain Hunter,Ads,20-12-2024,32,1962.29,61.32,Active,24-Oct,2984.29,314,2/4/2025,59,Electronics,0.05,1,Wallet,0.29,1,0.55,No,Premium,47.29,Bronze
348,16-10-2023,22,Other,Jenkinsmouth,Low,Occasional,Ads,16-11-2023,7,1553.45,221.92,Active,23-Oct,3539.15,691,15-07-2024,37,Electronics,0.31,8,UPI,0.03,3,0.16,Yes,Free,56.59,Bronze
349,1/3/2024,45,Other,West Coreyfort,Low,One-time,Direct,28-01-2024,33,1755.26,53.19,Active,24-Jan,4173.6,612,25-06-2025,26,Books,0.27,9,Debit Card,0.01,4,0.21,No,Premium,39.26,Gold
350,9/2/2024,19,Male,Krausestad,Medium,Occasional,Referral,9/11/2024,8,931.6,116.45,Inactive,24-Sep,1233.51,369,27-07-2025,84,Fashion,0.07,8,Wallet,0.17,4,0.36,No,Free,32.74,Gold
351,20-12-2023,47,Other,Kimberlyfurt,High,High Spender,Email,2/8/2024,9,3001.96,333.55,Active,23-Dec,3748.94,626,11/11/2024,13,Books,0.27,1,Wallet,0.13,2,0.77,Yes,Premium,37.67,Bronze
352,28-05-2024,36,Other,Lake Michael,Low,High Spender,Social Media,7/1/2024,34,1450.03,42.65,Inactive,24-May,2731.17,466,25-02-2025,63,Travel,0.11,4,UPI,0.13,4,0.48,No,Free,31.44,Gold
353,4/8/2024,33,Other,Port Kristinaberg,Medium,Bargain Hunter,Direct,5/8/2024,7,1952.22,278.89,Inactive,24-Apr,2839.03,516,21-06-2025,62,Healthcare,0.55,5,UPI,0.04,1,0.63,Yes,Free,44.8,Gold
354,21-03-2025,30,Other,East Eric,High,One-time,Referral,31-03-2025,11,125.36,11.4,Active,25-Mar,155.96,169,22-08-2025,67,Grocery,0.99,1,UPI,0.23,3,0.1,Yes,Premium,19.07,Platinum
355,3/6/2024,46,Male,North Ashleyborough,Low,Occasional,Ads,4/5/2024,28,2138.29,76.37,Inactive,24-Mar,3279.73,549,27-05-2024,2,Electronics,0.65,5,Credit Card,0.04,5,0.39,No,Free,28.34,Gold
356,2/6/2024,41,Female,Thomasmouth,High,Loyal,Referral,26-03-2024,9,2655.74,295.08,Active,24-Feb,5312.07,578,24-03-2025,31,Travel,0.53,5,Credit Card,0.21,5,0.71,Yes,Gold,11.91,Silver
357,9/7/2024,57,Male,Christopherbury,High,Loyal,Direct,19-09-2024,14,3658.66,261.33,Inactive,24-Sep,5881.59,364,14-05-2025,28,Healthcare,0.6,4,Debit Card,0.25,4,0.39,Yes,Gold,9.07,Platinum
358,12/10/2024,19,Female,Davishaven,Medium,Loyal,Social Media,17-12-2024,15,3611.04,240.74,Inactive,24-Dec,8401.74,270,22-04-2025,90,Books,0.68,2,Wallet,0.05,1,0.13,Yes,Free,57.37,Bronze
359,9/9/2023,53,Other,West Brandon,High,Loyal,Direct,9/11/2023,3,4964.29,1654.76,Active,23-Sep,11115.54,728,15-07-2024,3,Grocery,0.35,8,Debit Card,0.29,5,0.4,Yes,Free,33.32,Platinum
360,11/10/2024,31,Other,Nicholasville,Medium,One-time,Email,12/10/2024,2,71.99,35.99,Inactive,24-Nov,163.86,300,2/6/2025,60,Fashion,0.72,2,UPI,0.28,3,0.42,Yes,Free,24.22,Silver
361,15-10-2023,37,Male,Lake Tamara,High,Loyal,Ads,11/9/2023,26,3178.79,122.26,Inactive,23-Oct,6398.42,692,1/7/2025,86,Books,0.83,10,Credit Card,0.3,4,0.42,Yes,Gold,55.56,Bronze
